ep,J_proxy,mq_mean,mx_mean,mt_mean
71,-0.0966941003851305,0.06047631170883301,0.0228219669087237,26.791643535147593
72,-0.06994093461545765,0.04769441901245375,0.015480674740070772,13.531681725866283
73,-0.06596486027539751,0.04493935082156005,0.01427505109760633,13.500916712462246
74,-0.08122326929164402,0.054188049864170834,0.019684473036859235,14.701492781227886
75,-0.0710025825675245,0.04457977917456962,0.019294001990517805,14.257602804874118
76,-0.06849645704235037,0.04523043058803928,0.015753227920142214,15.02559706833776
77,-0.0903784517992419,0.05966901131512252,0.020067465437785727,21.283950092667286
78,-0.059358049722165795,0.03719393102679281,0.015522520983693914,13.283195423358142
79,-0.06970191438732473,0.045934045083663784,0.016900575183776478,13.734588239768934
80,-0.08780755339358291,0.05603357504338539,0.01891414811266179,25.71966047507148
81,-0.08623901121186252,0.0554616626959931,0.01845343756736618,24.647821897006494
82,-0.06932464534936521,0.04417575109853023,0.01889983349403746,12.498121513595024
83,-0.05366859464591318,0.03274173263758205,0.01498076585019879,11.892192316264664
84,-0.05869545147523816,0.035422897264165365,0.016038859107887885,14.467390206369823
85,-0.09345286835412756,0.05594184013098362,0.023605042372329608,27.81197170162865
86,-0.08310826405713173,0.05311509973939909,0.020118396360458285,19.749535914548684
87,-0.08974528234696988,0.05545195176149578,0.022012299135684227,24.562062899579754
88,-0.0712893927620516,0.04481044244646252,0.018657122832207457,15.64365496676323
89,-0.06191235991026752,0.03771521360924746,0.017513685600943005,13.366921400154112
90,-0.09287607950813953,0.056529822595705305,0.02251477725511711,27.662959314634207
91,-0.05791773947869388,0.034786840359745635,0.017048553315291686,12.164691607313108
92,-0.06718343377179446,0.04376433515890864,0.0172043911751637,12.429414875444243
93,-0.08103949172234964,0.05199549189501223,0.016406318524787366,25.2753626051001
94,-0.08620332736329571,0.05697879519167312,0.01938349814874591,19.682068045753365
95,-0.07207183655977333,0.04447412430773673,0.02196431415530091,11.266796193471372
96,-0.07934726944513631,0.05208314067528878,0.02008934421624063,14.349569107213807
97,-0.06310117155341327,0.041798479167748585,0.01406477365421532,14.475837462898724
98,-0.05761613096017299,0.03426153411705799,0.01697221290456608,12.764767877097832
99,-0.07151117220277073,0.04883148907566671,0.014841733603508546,15.67589904719095
100,-0.07841187163355483,0.05163146656512359,0.018066493956270892,17.42782222432068
